Time, Num Carriers, CC CE, CC RE, #H C , #El C, #Ex C, #Ex D
0.000000, 0, 0, 0, 0, 0, 1, 0 
0.000000, 2, 0, 0, 0, 0, 1, 1 
0.000220, 2, 0, 0, 0, 0, 2, 1 
0.000275, 4, 0, 0, 0, 0, 2, 2 
18.005134, 4, 0, 0, 0, 0, 3, 2 
18.025779, 4, 0, 0, 0, 0, 4, 2 
18.025779, 6, 0, 0, 0, 0, 4, 3 
18.063198, 6, 0, 0, 0, 0, 5, 3 
18.063198, 8, 0, 0, 0, 0, 5, 4 
18.156363, 10, 0, 0, 0, 0, 5, 5 
23.024059, 10, 0, 0, 0, 0, 6, 5 
23.024059, 12, 0, 0, 0, 0, 6, 6 
23.045108, 12, 0, 0, 0, 0, 7, 6 
23.045108, 14, 0, 0, 0, 0, 7, 7 
23.050620, 14, 0, 0, 0, 0, 8, 7 
23.050620, 16, 0, 0, 0, 0, 8, 8 
38.421732, 16, 0, 0, 0, 0, 9, 8 
38.422051, 18, 0, 0, 0, 0, 9, 9 
38.925280, 18, 0, 0, 0, 0, 10, 9 
38.925280, 20, 0, 0, 0, 0, 10, 10 
39.038205, 20, 0, 0, 0, 0, 11, 10 
39.038205, 22, 0, 0, 0, 0, 11, 11 
40.629852, 22, 0, 0, 0, 0, 12, 11 
40.629852, 24, 0, 0, 0, 0, 12, 12 
56.735204, 24, 0, 0, 0, 0, 13, 12 
56.773702, 26, 0, 0, 0, 0, 13, 13 
56.853500, 26, 0, 0, 0, 0, 14, 13 
56.854813, 28, 0, 0, 0, 0, 14, 14 
56.924900, 28, 0, 0, 0, 0, 15, 14 
56.924900, 30, 0, 0, 0, 0, 15, 15 
60.944321, 30, 0, 0, 0, 0, 16, 15 
60.945738, 32, 0, 0, 0, 0, 16, 16 
60.977342, 32, 0, 0, 0, 0, 17, 16 
60.977342, 34, 0, 0, 0, 0, 17, 17 
65.171502, 34, 0, 0, 0, 0, 18, 17 
65.171502, 36, 0, 0, 0, 0, 18, 18 
66.414979, 36, 0, 0, 0, 0, 19, 18 
66.415521, 38, 0, 0, 0, 0, 19, 19 
69.190355, 38, 0, 0, 0, 0, 20, 19 
69.190355, 40, 0, 0, 0, 0, 20, 20 
70.418172, 40, 0, 0, 0, 0, 21, 20 
70.424889, 42, 0, 0, 0, 0, 21, 21 
70.501174, 42, 0, 0, 0, 0, 22, 21 
70.501174, 44, 0, 0, 0, 0, 22, 22 
70.923525, 44, 0, 0, 0, 0, 23, 22 
70.926690, 44, 0, 0, 0, 0, 24, 22 
70.936714, 46, 0, 0, 0, 0, 24, 23 
71.068625, 46, 0, 0, 0, 0, 25, 23 
71.068625, 48, 0, 0, 0, 0, 25, 24 
71.744994, 50, 0, 0, 0, 0, 25, 25 
72.356577, 50, 0, 0, 0, 0, 26, 25 
72.356577, 52, 0, 0, 0, 0, 26, 26 
72.423700, 52, 0, 0, 0, 0, 27, 26 
72.423700, 54, 0, 0, 0, 0, 27, 27 
72.519295, 54, 0, 0, 0, 0, 28, 27 
72.519295, 56, 0, 0, 0, 0, 28, 28 
72.530291, 56, 0, 0, 0, 0, 29, 28 
73.449143, 56, 0, 0, 0, 0, 30, 28 
73.449143, 58, 0, 0, 0, 0, 30, 29 
74.525098, 58, 0, 0, 0, 0, 31, 29 
