Time, Num Carriers, CC CE, CC RE, #H C , #El C, #Ex C, #Ex D
0.000000, 0, 0, 0, 0, 0, 1, 0 
0.193638, 0, 0, 0, 0, 0, 2, 0 
0.193644, 2, 0, 0, 0, 0, 2, 1 
0.199700, 2, 0, 0, 0, 0, 3, 1 
0.201271, 4, 0, 0, 0, 0, 3, 2 
0.344633, 4, 0, 0, 0, 0, 4, 2 
0.344633, 6, 0, 0, 0, 0, 4, 3 
0.702826, 6, 0, 0, 0, 0, 5, 3 
0.733863, 6, 0, 0, 0, 0, 6, 3 
0.733863, 8, 0, 0, 0, 0, 6, 4 
0.734190, 10, 0, 0, 0, 0, 6, 5 
0.745077, 10, 0, 0, 0, 0, 7, 5 
0.752734, 12, 0, 0, 0, 0, 7, 6 
1.289653, 12, 0, 0, 0, 0, 8, 6 
1.289654, 14, 0, 0, 0, 0, 8, 7 
2.143930, 14, 0, 0, 0, 0, 9, 7 
2.147255, 16, 0, 0, 0, 0, 9, 8 
2.464640, 16, 0, 0, 0, 0, 10, 8 
2.464649, 18, 0, 0, 0, 0, 10, 9 
5.216845, 18, 0, 0, 0, 0, 11, 9 
5.219384, 20, 0, 0, 0, 0, 11, 10 
5.547433, 20, 0, 0, 0, 0, 12, 10 
5.547433, 22, 0, 0, 0, 0, 12, 11 
5.563705, 22, 0, 0, 0, 0, 13, 11 
5.571408, 24, 0, 0, 0, 0, 13, 12 
5.584269, 24, 0, 0, 0, 0, 14, 12 
5.584269, 26, 0, 0, 0, 0, 14, 13 
6.885920, 26, 0, 0, 0, 0, 15, 13 
6.912150, 26, 0, 0, 0, 0, 16, 13 
6.918327, 28, 0, 0, 0, 0, 16, 14 
6.993973, 28, 0, 0, 0, 0, 17, 14 
6.993975, 30, 0, 0, 0, 0, 17, 15 
6.994552, 30, 0, 0, 0, 0, 18, 15 
7.010048, 32, 0, 0, 0, 0, 18, 16 
8.107852, 32, 0, 0, 0, 0, 19, 16 
8.107852, 34, 0, 0, 0, 0, 19, 17 
8.657528, 34, 0, 0, 0, 0, 20, 17 
8.676203, 36, 0, 0, 0, 0, 20, 18 
8.688261, 36, 0, 0, 0, 0, 21, 18 
8.688261, 38, 0, 0, 0, 0, 21, 19 
8.999374, 38, 0, 0, 0, 0, 22, 19 
8.999455, 40, 0, 0, 0, 0, 22, 20 
10.448879, 40, 0, 0, 0, 0, 23, 20 
10.473771, 42, 0, 0, 0, 0, 23, 21 
10.603289, 42, 0, 0, 0, 0, 24, 21 
10.603289, 44, 0, 0, 0, 0, 24, 22 
10.611643, 44, 0, 0, 0, 0, 25, 22 
10.611643, 46, 0, 0, 0, 0, 25, 23 
10.707579, 46, 0, 0, 0, 0, 26, 23 
10.707579, 48, 0, 0, 0, 0, 26, 24 
10.714893, 48, 0, 0, 0, 0, 27, 24 
10.714911, 50, 0, 0, 0, 0, 27, 25 
10.821908, 50, 0, 0, 0, 0, 28, 25 
10.821908, 52, 0, 0, 0, 0, 28, 26 
10.841144, 52, 0, 0, 0, 0, 29, 26 
10.842938, 52, 0, 0, 0, 0, 30, 26 
10.847913, 54, 0, 0, 0, 0, 30, 27 
10.871718, 54, 0, 0, 0, 0, 31, 27 
10.871718, 56, 0, 0, 0, 0, 31, 28 
10.900509, 58, 0, 0, 0, 0, 31, 29 
10.998635, 58, 0, 0, 0, 0, 32, 29 
10.998635, 60, 0, 0, 0, 0, 32, 30 
11.497639, 60, 0, 0, 0, 0, 33, 30 
11.497639, 62, 0, 0, 0, 0, 33, 31 
12.035578, 62, 0, 0, 0, 0, 34, 31 
12.072498, 64, 0, 0, 0, 0, 34, 32 
13.707533, 64, 0, 0, 0, 0, 35, 32 
13.726546, 66, 0, 0, 0, 0, 35, 33 
13.784939, 66, 0, 0, 0, 0, 36, 33 
13.804253, 66, 0, 0, 0, 0, 37, 33 
13.804253, 68, 0, 0, 0, 0, 37, 34 
13.848366, 68, 0, 0, 0, 0, 38, 34 
13.958489, 70, 0, 0, 0, 0, 38, 35 
14.749036, 70, 0, 0, 0, 0, 39, 35 
14.749051, 72, 0, 0, 0, 0, 39, 36 
14.783871, 72, 0, 0, 0, 0, 40, 36 
14.783945, 74, 0, 0, 0, 0, 40, 37 
14.843137, 74, 0, 0, 0, 0, 41, 37 
14.843561, 76, 0, 0, 0, 0, 41, 38 
18.544941, 76, 0, 0, 0, 0, 42, 38 
18.565637, 78, 0, 0, 0, 0, 42, 39 
18.607334, 78, 0, 0, 0, 0, 43, 39 
18.616535, 80, 0, 0, 0, 0, 43, 40 
18.824730, 80, 0, 0, 0, 0, 44, 40 
18.833788, 82, 0, 0, 0, 0, 44, 41 
18.915298, 82, 0, 0, 0, 0, 45, 41 
18.915298, 84, 0, 0, 0, 0, 45, 42 
19.141150, 84, 0, 0, 0, 0, 46, 42 
19.141150, 86, 0, 0, 0, 0, 46, 43 
19.674518, 86, 0, 0, 0, 0, 47, 43 
19.674518, 88, 0, 0, 0, 0, 47, 44 
20.604323, 88, 0, 0, 0, 0, 48, 44 
20.716047, 88, 0, 0, 0, 0, 49, 44 
20.718602, 90, 0, 0, 0, 0, 49, 45 
20.752198, 90, 0, 0, 0, 0, 50, 45 
20.806326, 90, 0, 0, 0, 0, 51, 45 
20.806326, 92, 0, 0, 0, 0, 51, 46 
20.973933, 94, 0, 0, 0, 0, 51, 47 
21.353722, 94, 0, 0, 0, 0, 52, 47 
